"Document Title","Authors","Author Affiliations","Publication Title","Date Added To Xplore","Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBNs","DOI","Funding Information","PDF Link","Author Keywords","IEEE Terms","Mesh_Terms","Article Citation Count","Patent Citation Count","Reference Count","License","Online Date","Issue Date","Meeting Date","Publisher","Document Identifier"
"Navigating the Legal Landscape of Green Finance and Responsible Investment in India","S. Dimri; A. Srivastava","School of Law, UPES, Dehradun, India; School of Law, UPES, Dehradun, India","Fintech for ESG and the Circular Economy","","","","","93","118","Summary <p>The robust commitment to attain sustainable development goals requires a paradigm shift in the financial investment mechanism, leading to the introduction of green finance and responsible investment the picture. With the growing consciousness of the consumers, it has become imperative for the business houses to act sustainably. Therefore, to put that responsibility into practice, the concept of issuance of green finance emerged, certain sources of green finance are green bonds, and green corporate social responsibility is dedicated to financing green projects that intend to upgrade the environment. However, with green finance, the challenging problem of greenwashing pops up, which deceives customers and other stakeholders into believing that the operations of corporate houses are environmentally sustainable. The researchers have emphasized the role of legal provisions that are attempting to leave no stone unturned to engage corporate houses in environment preservation nevertheless, there are certain lacunae associated with those legislations. Such norms are thriving to pay attention to the environmental degradation caused due to business houses and further compelling them to address these challenges in various forms ranging from issuance of green debt securities, calling out greenwashing to mandatory corporate social responsibility. The impact of green debt securities in advancing sustainability is descriptively discussed thereby addressing the various challenges associated with it that call for legal acknowledgment such as the lack of internal capacity and regime to manage the green bond process, the complex rules that require compliance, and the deceiving practices of companies such as greenwashing. Certain regulations dealing with green financing and responsible investment are critically examined concerning environmentally advanced countries in this study.</p>","","9781394234011","10.1002/9781394234035.ch6","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10955548.pdf&bkn=10955395&pdfType=chapter","","Green products;Air pollution;Finance;Security;Law;Investment;Climate change;Business;Companies;Sustainable development","","","","","","8 Apr 2025","","","Wiley","Wiley AI eBook Chapters"
"An Ontological Chinese Legal Consultation System","N. Zhang; Y. -F. Pu; S. -Q. Yang; J. -L. Zhou; J. -K. Gao","Library of Sichuan University, Chengdu, China; College of Computer Science, Sichuan University, Chengdu, China; School of Law, Sichuan University, Chengdu, China; School of Computer Science, Chengdu University of Information Technology, Chengdu, China; School of Law, Southwestern University of Finance and Economics, Chengdu, China","IEEE Access","26 Sep 2017","2017","5","","18250","18261","We propose an ontological Chinese legal consultation system (CLCS) based on Chinese legal characteristics by integrating statutes and judicial precedents to facilitate the retrieval of relevant statutes and judgments for the general public. Ontology, an emerging research topic in recent years, incorporates a hierarchical structure and supports logical reasoning, which can reduce semantic ambiguities and extract implied semantic information. We constructed statutes ontology and a case ontology using a bottom-up method and a top-down method, respectively. Then, to test the retrieval precision of the proposed CLCS, we performed experiments using emotional damage compensation as an example by combining genetic algorithm and k-nearest neighbor approaches. Experimental results demonstrate that the proposed method improves retrieval precision.","2169-3536","","10.1109/ACCESS.2017.2745208","Youth Fund for Humanities and Social Sciences through the China Ministry of Education(grant numbers:15XJC820001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8016577","Case similarity;google distance;legal ontology;legal retrieval;semantic recognition","Law;Ontologies;Semantics;Cognition;Genetic algorithms;Information retrieval","","24","","34","OAPA","25 Aug 2017","","","IEEE","IEEE Journals"
"Engineering, Human, and Legal Challenges of Navigation Systems for Personal Mobility","V. Renaudin; A. Dommes; M. Guilbot","Geopositioning Laboratory (GEOLOC), French Institute of Science and Technology for Transport, Spatial Planning, Development and Networks (IFSTTAR), Bouguenais, France; Laboratory for Road Operations, Perception, Simulators and Simulations (LEPSIS), French Institute of Science and Technology for Transport, Spatial Planning, Development and Networks (IFSTTAR), Versailles, France; Laboratory of Accident Mechanism Analysis, French Institute of Science and Technology for Transport, Spatial Planning, Development and Networks (IFSTTAR), Marne la Vallée, France","IEEE Transactions on Intelligent Transportation Systems","26 Dec 2016","2017","18","1","177","191","Walking is now promoted as an alternative transport mode to polluting cars and as a successful means to improve health and longevity. Intelligent transport systems navigation services are now directly targeting travelers due to smartphones and their embedded sensors. However, after a decade of research, no universal personal navigation system has been successfully introduced and adopted to improve personal mobility. An analysis of the underlying reasons is conducted, looking at the engineering, human, ethical, and legal challenges. First, contrary to adopting classical mechanization equations linked to solid state physics, location technologies must address complex personal dynamics using connected objects. Second, human factors are often not sufficiently considered while designing new technologies. The needs and abilities of travelers are not systematically addressed from a user-centered perspective. Finally, people want to benefit from location-based services without sharing personal location data to uncontrolled third bodies. Europe is a pioneer in the protection of individuals from personal identification through data processing since location data has been recognized as personal data, but the challenges to enforce the regulation are numerous. The recommendation of “privacy by design and default” is an interesting key to conceive the universal personal navigation solution. Alternative solutions are highlighted, but they definitively require a more interdisciplinary conception.","1558-0016","","10.1109/TITS.2016.2563481","European Marie Curie Skłodowska Actions fellowships for the smartWALK project; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7480831","Pedestrian navigation;positioning technologies;Design challenges;personal data privacy;navigation","Navigation;Vehicle dynamics;Vehicles;Algorithm design and analysis;Mobile communication;Heuristic algorithms;Legged locomotion","","15","","88","OAPA","30 May 2016","","","IEEE","IEEE Journals"
"The Legal Framework of UTM for UAS","R. Ryan; S. Al-Rubaye; G. Braithwaite; D. Panagiotakopoulos","Cranfield University, United Kingdom; Cranfield University, United Kingdom; Cranfield University, United Kingdom; Cranfield University, United Kingdom","2020 AIAA/IEEE 39th Digital Avionics Systems Conference (DASC)","18 Nov 2020","2020","","","1","5","It is very apparent that the legal framework for Unmanned aircraft system Traffic Management (UTM) needs to be developed as regulators grapple with issues that relate to legal responsibility and accountability for each UTM stakeholder as the proliferation of drones increases. There is a considerable `legal lacuna' that exists creating much uncertainty within the industry with respect to investment and the direction of innovation. Drones are being utilised today under controlled conditions as technology and ability develops, but with this accelerated pace of technological development, existing regulations soon become limited to address new capabilities and thus become out of date. Policy has become law in many jurisdictions, but policy needs to be developed further to keep pace with demand because safety is paramount. This paper investigates and highlights legal aspects that a regulator and UTM stakeholders have to consider in developing good drone law. It is essential that a properly considered legal framework is developed for many reasons including, but not limited to, increased positive public perception, proliferation of innovation of use cases for Unmanned Aerial Systems, improved environmental impact and improved safety. This paper describes the fundamentals that a well designed and considered legal framework for a UTM system should address, in order to provide much needed certainty that can guide all stakeholders to a regulatory path that leads to safe maximized utility of drones in shared airspace.","2155-7209","978-1-7281-9825-5","10.1109/DASC50938.2020.9256577","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9256577","Unmanned Aerial Vehicle (UAV);Unmanned Aerial System (UAS);Drone Law;Unmanned Aircraft System Traffic Management (UTM);U-space;aviation regulation;Federal Aviation Administration (FAA);European Aviation Safety Authority (EASA);UK Civil Aviation Authority (CAA)","Law;Regulation;Regulators;Stakeholders;Drones;FAA;Safety","","4","","16","IEEE","18 Nov 2020","","","IEEE","IEEE Conferences"
"Legal Judgment Prediction in the Context of Energy Market using Gradient Boosting","J. V. F. França; J. M. C. Boaro; P. T. C. dos Santos; F. Henrique; V. Garcia; C. Manfredini; D. A. D. Júnior; F. Y. C. de Oliveira; C. E. P. Castro; G. Braz Junior; A. C. Silva; A. C. Paiva; M. S. L. de Oliveira; R. U. Moreira e Moraes; E. W. B. A. L. Alves; J. S. Sobral Neto","Applied Computing Group - NCA, Federal University of Maranhão - UFMA, São Luís, MA, Brazil; Applied Computing Group - NCA, Federal University of Maranhão - UFMA, São Luís, MA, Brazil; Applied Computing Group - NCA, Federal University of Maranhão - UFMA, São Luís, MA, Brazil; Applied Computing Group - NCA, Federal University of Maranhão - UFMA, São Luís, MA, Brazil; Applied Computing Group - NCA, Federal University of Maranhão - UFMA, São Luís, MA, Brazil; Applied Computing Group - NCA, Federal University of Maranhão - UFMA, São Luís, MA, Brazil; Applied Computing Group - NCA, Federal University of Maranhão - UFMA, São Luís, MA, Brazil; Applied Computing Group - NCA, Federal University of Maranhão - UFMA, São Luís, MA, Brazil; Applied Computing Group - NCA, Federal University of Maranhão - UFMA, São Luís, MA, Brazil; Applied Computing Group - NCA, Federal University of Maranhão - UFMA, São Luís, MA, Brazil; Applied Computing Group - NCA, Federal University of Maranhão - UFMA, São Luís, MA, Brazil; Applied Computing Group - NCA, Federal University of Maranhão - UFMA, São Luís, MA, Brazil; Equatorial Energy S.A., São Luís, MA, Brazil; Equatorial Energy S.A., São Luís, MA, Brazil; Equatorial Energy S.A., São Luís, MA, Brazil; Equatorial Energy S.A., São Luís, MA, Brazil","2020 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","14 Dec 2020","2020","","","875","880","A recurring problem for energy supply companies is the guarantee of the quality of services, which is regulated in many cases. Even so, there are many lawsuits against energy distribution companies, for several reasons, increasing the operating costs of these companies, in many situations with cases that could be resolved via negotiation. This work proposes a method to predict legal judgment outcome regarding the chance of being won or lost by the company. The idea is to understand in which lawsuits more effort should be made to negotiate with the court. The methodology is divided into five stages: feature extraction, sampling with Borderline SMOTE, feature encoding with Target Encoding, classification with XGBoost, and evaluation. The proposed method was evaluated in a database with more than seventy thousand lawsuits, with different outcomes and types, reaching an accuracy of 78.13%, F1 of 74.34%, and AUC of 77.59%.","2577-1655","978-1-7281-8526-2","10.1109/SMC42975.2020.9283297","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9283297","Legal Judgment Prediction;Machine Learning;XGBoost;TPE","Databases;Law;Companies;Quality of service;Feature extraction;Prediction algorithms;Encoding","","3","","38","IEEE","14 Dec 2020","","","IEEE","IEEE Conferences"
"Blockchain in the Legal Profession: A Boon or a Bane?","N. A. Muday; G. R. Chandra","Amity University, Dubai, United Arab Emirates; Amity University, Dubai, United Arab Emirates","2020 8th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)","15 Sep 2020","2020","","","717","722","Blockchain has created a lot of buzz in the past decade. Despite there being several organizations and corporation's that have their business processes centered solely around the working of Blockchain technology, a large majority of the masses are still not aware of its operability and functioning. Its applications, though they are many, are being adopted at a turtle's pace by parties. One reason this hesitation still exists amongst the people is due to the legal complications and uncertainty associated with this technology. This research paper will specifically focus on the manner in which Block chain will be affecting the Legal Industry in different parts of the world, ponders jurisdictional questions of the technology and addresses the initiative of a body called Global Block Chain Legal Consortium to integrate block chain technology into the legal realm.","","978-1-7281-7016-9","10.1109/ICRITO48877.2020.9198000","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9198000","Global Blockchain Legal Consortium;Uncertainity;Legal Field;integration;Jurisdictional questions","Law;Contracts;Privacy;Industries;Cryptography","","1","","33","IEEE","15 Sep 2020","","","IEEE","IEEE Conferences"
"Ethical, Political and Legal Issues Surrounding Artificial Intelligence in Combatting Disinformation: Public Perceptions in Arab States","R. Alrasheed; K. Al-Mhasneh; M. S. Abdelaziz; M. Khalifa; D. Alshammari; A. Alzahrani","College of Administrative Sciences, Applied Science University, Manama, Kingdom of Bahrain; College of Administrative Sciences, Applied Science University, Manama, Kingdom of Bahrain; College of Law, Applied Science University, Manama, Kingdom of Bahrain; College of Administrative Sciences, Applied Science University, Manama, Kingdom of Bahrain; College of Administrative Sciences, Applied Science University, Manama, Kingdom of Bahrain; College of Administrative Sciences, Applied Science University, Manama, Kingdom of Bahrain","2024 International Conference on Decision Aid Sciences and Applications (DASA)","17 Jan 2025","2024","","","1","6","Social and primary marketing research is used to study the perceptions of the people in various Arab states towards the including of artificial intelligence AI in the fight against disinformation, its ethical and legal issues. Assessing opinions on the use of AI to combat misinformation and security challenges, the research seeks to identify the space of promise and pitfalls of AI technologies. The question is dealt with whether the reasons and factors persuading the social media users to accept AI and its tools in the defence against disinformation are effective and how much of the constraints are there. The subject is also the use of AI algorithms for social media content categorization, and specifically, the categories ‘Legal’ and ‘Illegal’. This study progresses in the direction of policy making, that is aiming to work with policy makers and other stakeholders' perceptions of AI in addressing disinformation and the need for ethical standards and legal frameworks in the area in question.","","979-8-3503-6910-6","10.1109/DASA63652.2024.10836552","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10836552","Disinformation;Artificial Intelligence;Security threats;Social Media;Political Warfare;Propaganda;Political information;Political Media","Ethics;Social networking (online);Law;Reviews;Companies;Stakeholders;Security;Artificial intelligence;Fake news;Standards","","","","33","IEEE","17 Jan 2025","","","IEEE","IEEE Conferences"
"Enhancing Legal Decision Making: WRIT Case Outcome Prediction with LegalBERT Embeddings and AdaBoost Classifier","A. George; A. Jose; A. F; P. Prabhakar; P. B. Pati; S. Parida","Department of Computer Science & Engineering, Amrita Vishwa Vidyapeetham, India, Amrita School of Computing, Bengaluru, India; Department of Computer Science & Engineering, Amrita Vishwa Vidyapeetham, India, Amrita School of Computing, Bengaluru, India; Department of Computer Science & Engineering, Amrita Vishwa Vidyapeetham, India, Amrita School of Computing, Bengaluru, India; Department of Computer Science & Engineering, Amrita Vishwa Vidyapeetham, India, Amrita School of Computing, Bengaluru, India; Department of Computer Science & Engineering, Amrita Vishwa Vidyapeetham, India, Amrita School of Computing, Bengaluru, India; Silo AI, Helsinki, Finland","2024 IEEE International Conference on Contemporary Computing and Communications (InC4)","3 Sep 2024","2024","1","","1","6","Legal decision-making, the process of determining the outcome of court cases, is a pivotal aspect of the justice system. It involves evaluating evidence, interpreting laws, and ensuring justice is served. However, this process is challenging due to the complexity of legal cases, varying interpretations of laws, and the potential for lengthy court proceedings. In addition to these reasons, India also has one of the world's lowest ratios of judges to population. For swift and efficient disposal of justice, it is important to fast-track this process as much as possible. A traditional solution to this problem would take a considerable amount of time to show any meaningful results considering the current backlog of cases and the rate at which new cases are being filed each day. In order to overcome these difficulties, we employ text embeddings from LLM's with statistical classifiers to effectively and precisely forecast the outcomes for writ petitions. Our approach delivers an accuracy of 54% and a F1-score of 0.42 with LegalBERT embedder and AdaBoost classifier.","","979-8-3503-8365-2","10.1109/InC460750.2024.10649245","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10649245","Legal Document;Court Case;Legal Decision Making;Case Outcome Prediction","Training;Accuracy;Automation;Law;Decision making;Machine learning;Delays","","","","29","IEEE","3 Sep 2024","","","IEEE","IEEE Conferences"
"Automated small business legal counseling systems","R. D. Sprague","College of Law, University of Denver, Denver, CO, USA","Ninth Annual International Phoenix Conference on Computers and Communications. 1990 Conference Proceedings","6 Aug 2002","1990","","","772","778","The author reviews expert systems currently under development for automating small business legal counseling services. The core of these systems is an automated legal audit, which reviews and analyzes the operational and organizational status of a small business. Such systems would require both forward and backward chaining abilities, both case- and rule-based reasoning, a rich hypertext system, the ability to contact online information systems and to assimilate the information derived, and automated document generation capabilities. Although the systems are still being built, a major feature will be their ability to formulate queries to search and retrieve information from online services and then incorporate such information into their analyses.<>","","0-8186-2030-7","10.1109/PCCC.1990.101698","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=101698","","Law;Legal factors;Employee welfare;Business;Educational institutions;Expert systems;Information retrieval;Online services;Information analysis;Pricing","","","1","13","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Sustainability of Manging Complex Psychology in AI & Legal Decision Making","P. Prakash; V. Kumar; K. Kaur; N. Srivastava; S. Sarkar; S. Kumar","Department of Commerce, New Horizon College; Department of English, SOLE, Galgotias University; Psychology Jindal Global Business School, Jindal Global University; Amity Institute of Behavioural and Allied Sciences (AIBAS), Amity University Lucknow; Department of Business Administration, Gauhati University; NA","2024 International Conference on Intelligent & Innovative Practices in Engineering & Management (IIPEM)","21 Mar 2025","2024","","","1","6","The integration of artificial intelligence (AI) in legal decision-making promises enhanced efficiency, accuracy, and consistency. However, the inherent complexity of legal reasoning, coupled with the need for fairness and ethical considerations, poses significant challenges. This study examines the role of psychology in managing these complexities, focusing on cognitive biases and human-AI interactions. We develop a Cognitive Bias Analysis Framework (CBAF) to identify and mitigate biases in AI systems and conduct Human-AI Interaction Studies (HAIS) to understand the perceptions and trust of legal professionals towards AI. Our findings highlight the importance of psychological insights in designing AI systems that are transparent, fair, and aligned with human ethical values, ultimately contributing to a more equitable legal system.","","979-8-3503-9004-9","10.1109/IIPEM62726.2024.10925694","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10925694","Artificial Intelligence;Legal Decision-Making;Psychology;Cognitive Biases;Decision Heuristics;Human-AI Interaction;Transparency;Fairness;Ethical AI;Bias Mitigation","Ethics;Law;Prevention and mitigation;Decision making;Psychology;Complexity theory;Artificial intelligence;Sustainable development;System analysis and design;Standards","","","","19","IEEE","21 Mar 2025","","","IEEE","IEEE Conferences"
"Artificial Intelligence and Law: An Effective and Efficient Instrument","H. Sharma; Aakanksha","Dept. of Law, Ideal Institute of Management & Technology (GGSIP University), Delhi, India; Dept. of Law, Ideal Institute of Management & Technology (GGSIP University), Delhi, India","2021 9th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)","15 Nov 2021","2021","","","1","5","Artificial Intelligence (AI) is practically apply in all commerce and notable labors be able to witness in our routine life. E.g. chat bots, smart cars, IoT devices, healthcare, banking, and logistics and many more. Simple examples for the use of AI in day to day life are Alexa and Siri which are ready to assist to ease the work. They can be illustrated as consumer Artificial Intelligence powered smart assistants. They are of help that requires unskilled tasks of an individual's life, thus one be capable of centering significant stuff. But, have we ever thought that AI can infiltrate the limitations of the by hand encumbered legal processes as well? Can it help professionals and advocates with mechanization, by sinking their time on repetitive responsibilities? Taking about why and how AI and law connects, the prime reason for the same is to craft inventive applications to computerized routinely procedure or working related to legal matters. Artificial intelligence and the law cannot go hand in hand that too with synchronization. There could be many reasons, on among them could be immensely diverse attribute. In the current era, almost every legal practitioner is making use of Artificial intelligence in their day to day carry out procedures in which e-courts and use of software's are common which helps them to complete their responsibilities effectively and efficiently. This paper provides a general introduction to the field of AI and Law. This paper aims to introduce to the way in which the increasing use of artificially intelligent technologies affects the law.","","978-1-6654-1703-7","10.1109/ICRITO51393.2021.9596503","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9596503","Artificial Intelligence;Criminal Law;AI Powered Predictive Policing","Law;Virtual assistants;Medical services;Market research;Software;Synchronization;Reliability","","2","","10","IEEE","15 Nov 2021","","","IEEE","IEEE Conferences"
"Determining the extragalactic extinction law with SALT","I. Finkelman; N. Brosch; A. Y. Kniazev; D. A. H. Buckley; D. O'Donoghue; Y. Hashimoto; N. Loaring; E. Romero-Colmenero; M. Still; R. Sefako; P. Väisänen","NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","Monthly Notices of the Royal Astronomical Society","19 Jan 2018","2008","390","3","969","984","We present CCD imaging observations of early-type galaxies with dark lanes obtained with the Southern African Large Telescope (SALT) during its performance-verification phase. The observations were performed in six spectral bands that span the spectral range from the near-ultraviolet atmospheric cut-off to the near-infrared. We derive the extinction law by the extragalactic dust in the dark lanes in the spectral range 1.11 < λ−1 < 2.94 μm−1 by fitting model galaxies to the unextinguished parts of the image, and subtracting from these the actual images. This procedure allows the derivation, with reasonably high signal-to-noise ratio, of the extinction in each spectral band we used for each resolution element of the image. We also introduce an alternative method to derive the extinction values by comparing various colour-index maps under the assumption of negligible intrinsic colour gradients in these galaxies. We than compare the results obtained using these two methods. We compare the total-to-selective extinction derived for these galaxies with previously obtained results and with similar extinction values of Milky Way dust to derive conclusions about the properties of extragalactic dust in different objects and conditions. We find that the extinction curves run parallel to the Galactic extinction curve, which implies that the properties of dust in the extragalactic environment are similar to those of the Milky Way, despite our original expectations. The ratio of the total V-band extinction to the selective extinction between the V and B bands is derived for each galaxy with an average of 2.82 ± 0.38, compared to a canonical value of 3.1 for the Milky Way. The similar values imply that galaxies with well-defined dark lanes have characteristic dust grain sizes similar to those of Galactic dust. We use total optical extinction values to estimate the dust mass for each galaxy, compare these with dust masses derived from IRAS measurements, and find them in the range 104–107M⊙.","1365-2966","","10.1111/j.1365-2966.2008.13785.x","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8220117","dust, extinction;galaxies: elliptical and lenticular, cD","","","","","","","19 Jan 2018","","","OUP","OUP Journals"
"Exploring the Role of ChatGPT in the Law Enforcement and Banking Sectors","S. Pandey; A. Patel; P. Pokhariyal","National Forensic Sciences University, Gandhinagar, Gujarat, India; National Forensic Sciences University, Gandhinagar, Gujarat, India; National Forensic Sciences University, Gandhinagar, Gujarat, India","Artificial Intelligence for Risk Mitigation in the Financial Industry","","","","","327","347","Summary <p>This chapter explores the role of ChatGPT, a powerful artificial intelligence (AI) tool, in the law enforcement and banking sectors. ChatGPT has the potential to revolutionize these industries by offering a wide range of applications and benefits. In law enforcement, ChatGPT can assist in investigative analysis, risk assessment, virtual training, and crime prevention. In the banking sector, it can provide customer support, aid in fraud detection, assist with risk assessment and compliance, and offer personalized financial advice. However, the implementation of ChatGPT also raises concerns related to privacy, security, and the need for human oversight. Therefore, it is crucial to address these concerns and establish regulatory frameworks to govern the use of advanced technologies effectively. This chapter aims to provide legal and technical recommendations to regulate ChatGPT's usage and mitigate associated risks.</p>","","9781394175567","10.1002/9781394175574.ch13","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10952004.pdf&bkn=10950242&pdfType=chapter","","Chatbots;Banking;Law enforcement;Artificial intelligence;Translation;Risk management;Fraud;Transformers;Risk mitigation;Oral communication","","","","","","8 Apr 2025","","","Wiley","Wiley AI eBook Chapters"
"Network-Wide Traffic Volume Estimation Using Joint Matrix Factorization with Traffic Flow Conservation Law","Y. Taguchi; Y. Ishii; T. Sasai; S. Fukushima; K. Sanda","Toyota Central R&D Labs., Inc., Tokyo, Japan; Toyota Motor Corporation, Tokyo, Japan; Toyota Motor Corporation, Tokyo, Japan; Toyota Motor Corporation, Tokyo, Japan; Toyota Central R&D Labs., Inc., Tokyo, Japan","2024 IEEE 27th International Conference on Intelligent Transportation Systems (ITSC)","20 Mar 2025","2024","","","952","958","Understanding urban traffic conditions, particularly the traffic volume on each road, is crucial in several applications, such as traffic planning, management, and environmental assessment. Conventionally, traffic volumes could only be observed on roads with traffic sensors installed. However, with the recent increase in connected vehicles, new problems for traffic volume estimation have emerged. Thus, we propose a network-wide traffic volume estimation method using data from connected vehicles with the observed traffic volume data. This method employs joint matrix factorization, which facilitates the integrated analysis of diverse data sources. Furthermore, we incorporated traffic flow conservation law to ensure the conservation of inflow and outflow at each intersection as a regularization term. We verified the proposed method using actual urban traffic data and confirmed that the proposed method achieved a higher accuracy than those of related baseline methods. Furthermore, we demonstrated the citywide validity of our estimation results by ensuring compliance with flow conservation law.","2153-0017","979-8-3315-0592-9","10.1109/ITSC58415.2024.10919988","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10919988","","Connected vehicles;Accuracy;Roads;Volume measurement;Soft sensors;Urban areas;Estimation;Planning;Environmental management;Intelligent transportation systems","","","","26","IEEE","20 Mar 2025","","","IEEE","IEEE Conferences"
"Cybersecurity Law and Regulation for Local Government","D. F. Norris; L. K. Mateczun; R. F. Forno","University of Maryland, Baltimore County (UMBC), USA; University of Maryland, Baltimore County (UMBC), USA; University of Maryland, Baltimore County (UMBC), USA","Cybersecurity and Local Government","","2022","","","167","186","This chapter addresses the growing field of cybersecurity law. It presents an overview of the laws and regulations relevant to local government cybersecurity so that local officials and others are at least aware of potential compliance requirements. It covers sector specific security standaards such as the Payment Card Industry and North American Electric Reliability Corporation standards. The federal policies largely deal with protecting the confidentiality, integrity, and availability of various types of sensitive personal data, from health information to tax and cardholder information. The chapter reviews a variety of typical state laws including: state and local cybersecurity legislation; security breach notification laws; data security and data disposal laws; and data protection and privacy laws. Adopted in 2016 and implemented in 2018, the General Data Protection Regulation has set the global standard for comprehensive data protection and privacy laws.","","9781119788294","10.1002/9781119788317.ch10","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9822902.pdf&bkn=9820918&pdfType=chapter","","Local government;Security;Law;Computer security;Privacy;Finance;Standards","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Design and Realization of Distributed Adaptive Formation Control Law for Multi-Agent Systems With Moving Leader","S. -M. Kang; H. -S. Ahn","School of Mechatronics, Gwangju Institute of Science and Technology, Gwangju, Korea; School of Mechatronics, Gwangju Institute of Science and Technology, Gwangju, Korea","IEEE Transactions on Industrial Electronics","8 Jan 2016","2016","63","2","1268","1279","In this paper, distributed formation control laws for the multi-agent systems are proposed when the leader is moving constantly with unknown velocity. The proposed control laws are based on the distance-based formation control; therefore, each distance between agents is controlled measuring the relative position. Because the control laws use only local information such as relative position with respect to their own local reference frame, the control laws are completely decentralized. The proposed control laws are designed to make a group of agents keep the desired formation and move with a constant reference velocity in two-dimensional space. The considered system consists of three types of agents: 1) leader; 2) first follower; and 3) follower. The leader knows the reference velocity value, whereas the other agents do not know the reference velocity. For this reason, the first follower and follower estimate the reference velocity by using the adaptive method. Using graph theory and nonlinear control theory, the control laws are verified mathematically. Additionally, the three-agent case is extended to $N$-agent case by an inductive way. The stability and convergence of the system are theoretically analyzed, and the validity of the proposed control laws is clarified by performing simulations and real experiments.","1557-9948","","10.1109/TIE.2015.2504041","Ministry of Culture, Sports and Tourism (MCST); Korea Creative Content Agency (KOCCA); Culture Technology (CT) Research & Development Program 2014; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7337446","Formation control;Adaptive method;Distributed control;Adaptive method;distributed control;formation control;nonlinear control","Position measurement;Multi-agent systems;Convergence;Aerospace electronics;Animals;Shape;Stability analysis","","77","","28","IEEE","25 Nov 2015","","","IEEE","IEEE Journals"
"1.1 Moore's law: A path going forward","W. M. Holt","Technology and Manufacturing Group, Intel, Hillsboro, Oregon","2016 IEEE International Solid-State Circuits Conference (ISSCC)","25 Feb 2016","2016","","","8","13","Semiconductors continue to be the foundation for computing and communications solutions, the basis of the Internet of Everthing, and the primary driver in the future of electronics applications. Moore's Law has led to evermore-powerful smart phones, tablets, personal computers, and data centers. It has enabled computing to become a seamless and powerful force in our homes, offices, cars, factories, and much more. Much has been written about the end of Moore's Law. More recently, speculation has focused on the economic end of Moore's Law. Gordon Moore initially projected 10 years of visibility. [35] Over fifty years later, the Moore's Law horizon remains around 10 years. Moore's Law was never guaranteed. It has thrived and will continue to do so as the result of continuous innovation, rigorous planning, and technology execution. Even though it is getting more expensive to build wafers, improvements in density can provide real cost reduction at the most fundamental level, and this economic benefit drives the ability to continue investing in Moore's Law. Innovations have driven Moore's Law through numerous technological transitions and will continue to power us into the future of CMOS and beyond. As long as there is a cost benefit and rich options for future innovations there is no reason to predict an early end!","2376-8606","978-1-4673-9467-3","10.1109/ISSCC.2016.7417888","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7417888","","Silicon;CMOS integrated circuits;Three-dimensional displays;Bandwidth;CMOS technology","","56","","35","IEEE","25 Feb 2016","","","IEEE","IEEE Conferences"
