Source;DOI;Url;Title;Year;Author;Abstract;First Round Decision;First Round Reason;Exclusion Criteria;Second Round Decision;Second Round Notes;Argumentation;Case Focus (Common Law);Statutes focus (Civil Law);Is Ontology;Formalization (Type of Logic);Reacts To Changes in the law;Mentions Conversion;Level of Automation on Creation;Human Understandability;Level of Involvment by legal practitioners in the creation of the methodology;BPC mentioned;Purpose;Demonstrated in Domain (This does not preclude genearl applicability);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1145/222092.222098;https://doi.org/10.1145/222092.222098;Teleological reasoning in reason-based logic;1995;"Jaap Hage; Jaap Hage";;Yes;;;Yes;;No;No;Yes;No;Defeasible First Order Predicate Logic;Yes, rule replacment;No;Manual;Not optimized;Yes (aithors, I think metajuridica is law);No;Reasoning;General (small property law example;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1145/112646.112661;https://doi.org/10.1145/112646.112661;Indian central civil service pension rules: a case study in logic programming applied to regulations;1991;"Marek Sergot; Marek Sergot; Anand Kamble; A. S. Kamble; K. K. Bajaj; K. K. Bajaj";Logic programming has been applied to a variety of examples in law and rules and regulations of different kinds. The best known examples are the representations of the British Nationality Act 1981 [Sergot et al. 1986] and United Kingdom social security legislation [Bench-Capon et al. 1987] constructed at Imperial College, London. The paper [Sergot 1988] and the survey [Sergot 1990] contain references to other applications. Essentially, these applications construct a legal analysis program by representing some fragment of legislation in logic and then executing the representatio~ either as a stand-alone program or as a compment of some bigger system.;Yes;Yay, more prolog;;Yes;;No;No;Yes;No;Prolog (no further specification);No;No;Manual;Not optimized;No;No;Reasoning;Pension;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1109/ictai.2010.95;https://doi.org/10.1109/ictai.2010.95;An Environment for the Joint Management of Written Policies and Business Rules;2010;"François Lévy; François Lévy; Abdooulaye Guissé; Abdoulaye Guissé; Adeline Nazarenko; Adeline Nazarenko; Nouha Omrane; Nouha Omrane; Sylvie Szulman; Sylvie Szulman";The contemporary world produces huge bodies of policies and regulations, while the underlying procedures tend to be automated in decision systems, which are designed to define, deploy, execute, monitor and maintain the various rules to which an organization or enterprise has to comply. It is important that the written documentation is integrated into such decision systems in order to refer to the texts to explain decisions, to update the systems when the policy evolves or, conversely, to amend the source documents if some of the rules happen to be inconsistent. The problem is that the complexity of information to be searched for is not reachable by an automated processing, but that their volume prohibits a manual one. Arguing that the integration of policies in decision systems can be better achieved through a semantic annotation than by the full parsing of the source documentation, this paper presents a technical environment that enables the building and exploitation of such semantic annotations.;Yes;bit boring, mostly retrieval, some anotations;;No;indexing / retrieval;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1145/112646.112648;https://doi.org/10.1145/112646.112648;Incorporating procedural context into a model of case-based legal reasoning;1991;"Donald H. Berman; Donald H. Berman; Carole D. Hafner; Carole D. Hafner";In this paper we analyze the procedural considerations that affect the use of legal casesas precedents and propose a model of procedural knowledge that can be combined with substantive legal reasoning models to produce a more robust theory of case-based legal reasoning in common law jurisdictions. Our model addresses one component of procedural knowledge the distinction between questions of fact and questions of law. We categorize 32 different procedural scenarios into 10 basic types of legal results. We then propose rules for determining the precedential value of these result types. Finally we suggest a method for incorporating procedural distinctions into case-based reasoning systems.;Yes;Not sure, technically general case based reasoning but heavy focus on litigation;;No;I see no added value here as the procedural representation is technically LIR, but with such a heavy focus on the actual happenings of the court that it tends to be EX8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1080/13600834.1994.9965701;https://www.ai.rug.nl/~verheij/publications/pdf/lcai94.pdf;Reason-Based Logic: a Logic for Reasoning with Rules and Reasons;1994;"Jaap Hage; Jaap Hage; Bart Verheij; Bart Verheij";Abstract The main claim of this paper is that reasoning with rules, especially rules of law, is different from reasoning with statements that are true or false. This difference is, amongst others, reflected in the defeasibility of arguments in which rules play a role. Reason‐based logic is a logic that has special facilities for dealing with rules and with reasons based on rules. In particular it allows arguments in which conclusions are derived by ‘weighing’ the reasons that plead for and against them. In this article we illustrate some characteristics of reasoning with rules, and show how reason‐based logic deals with these characteristics. The article is concluded with some general considerations concerning reason‐based logic and a comparison with some other logics for defeasible reasoning.;Yes;;;Yes;;No;No;Yes;No;Defeasible First Order Predicate Logic;No (note different RBL paper allows rule replacment);No;Manual;Not optimized;Yes (aithors, I think metajuridica is law);No;Reasoning;General;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1145/158976.158977;https://doi.org/10.1145/158976.158977;A logical framework for modelling legal argument;1993;"Henry Prakken; Henry Prakken";"This paper investigates the relevance of the logical study of argumentation systems for AI-and-law research, in particular for modelling the adversarial aspect of legal reasoning. It does so in applying the argumentation framework of Prakken (1993a/b) to the legal domain. Three elements of the framework are particularly illustrated: firstly, its generality, in that it leaves room for any standard for comparing pairs of arguments; secondly, its ability to model the combined use of these standards; and finally, its relevance for modelling metalevel reasoning. These three features make the framework suitable as a logical framework for any theory of legal argument.";Yes;AF for legal?;;Yes;;Yes;Yes;Yes;No;Defeasible First Order Logic;No (just the usual temporal constraint things);No;Manual;Not optimized;No;No;Reasoning;General;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1145/261618.261621;https://doi.org/10.1145/261618.261621;Reasoning with precedents in a dialogue game;1997;"Henry Prakken; Henry Prakken; Giovanni Sartor; Giovanni Sartor";;Yes;;;No;Subjective problems of adding dialogue game approaches to SLR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1145/2018358.2018372;https://doi.org/10.1145/2018358.2018372;Analogy, similarity and factors;2011;"Michał Araszkiewicz; Michał Araszkiewicz";Analogy has been considered in AI and law primarily in relation to reasoning from precedent cases rather than reasoning from statutes. Where a statutory provision does not apply to a case, the principle of e contrario, that if the case is not covered by the rule the negation of the conclusion can be taken as established, has typically been assumed to apply. There are, however, cases where analogy is an appropriate way to bring a case under a statutory rule. In this paper we discuss using analogy in reasoning with states, and where this should be avoided and e contrario followed. Our account will be based on the notion of factors as developed in AI and law case based reasoning.;Yes;idk, technically yes I guess;;Yes;;Yes;Yes;No;No;"Semi-Formal, Defeasible logic; factor representation of cases (sketch)";No;No;Manual;Not optimized;Yes (author, dep of legal theory);No;Reasoning;General;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1145/1165485.1165509;https://doi.org/10.1145/1165485.1165509;Updating ontologies in the legal domain;2005;"Guiraude Lame; Guiraude Lame; Sylvie Desprès; Sylvie Després; Sylvie Desprès";This paper describes experimental research investigating automated techniques for creating legal ontologies from legislation and for merging existing ontologies with new ones when new laws are adopted. The first part of the paper describes how the ontologies are built, the second part how they are merged for updating the first one.Given a legal ontology, elaborated using certain methods and tools and dedicated to information retrieval, we explore the way to update it. We present important elements concerning the initial ontology: purposes, methods and tools. We describe the experimentation of the updating of a legal ontology.;Yes;Bit meta, but kind of relevant to RQs;;Yes;Bit too process focused tbh, but will keep as it is RQ relevant;No;No;Yes;Yes;Unspecified, XML;Yes;No;Semi-automated;Not optimized;Yes;No;Updating Ontologies;General;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1145/2018358.2018383;https://doi.org/10.1145/2018358.2018383;An agent-based legal knowledge acquisition methodology for agile public administration;2011;"Alexander Boer; Alexander Boer; Tom van Engers; Tom M. van Engers";This paper proposes a knowledge elicitation method based on serious gaming for theory construction about the effects of the law on the behaviours of agents. These games provide input to simulations of business process and product design alternatives. For knowledge representation, we have combined agent role descriptions with a generic task framework. An important thesis of this paper is that, in the interest of quick and simple domain analysis, agent roles, not intelligent agents, should be the focal object of simulation of complex social organizations. At least if getting a grip on social complexity is the purpose of modeling.;Yes;;;No;Not really LIR. A case against RAG, but relevant to the main paper.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1145/2611040.2611048;https://doi.org/10.1145/2611040.2611048;A Methodology based on Commonsense Knowledge and Ontologies for the Automatic Classification of Legal Cases;2014;"Nicola Capuano; Nicola Capuano; Carmen De Maio; Carmen De Maio; Saverio Salerno; Saverio Salerno; Daniele Toti; Daniele Toti";"We describe a methodology for the automatic classification of legal cases expressed in natural language, which relies on existing legal ontologies and a commonsense knowledge base. This methodology is founded on a process consisting of three phases: an enrichment of a given legal ontology by associating its terms with topics retrieved from the Wikipedia knowledge base; an extraction of relevant concepts from a given textual legal case; and a matching between the enriched ontological terms and the extracted concepts. Such a process has been successfully implemented in a corresponding tool that is part of a larger framework for self-litigation and legal support for the Italian law.";Yes;;;No;Not really compliance related;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1145/222092.222205;https://doi.org/10.1145/222092.222205;Information filtering: the computation of similarities in large corpora of legal texts;1995;"Erich Schweighofer; Erich Schweighofer; Werner Winiwarter; Werner Winiwarter; Dieter Merkl; Dieter Merkl";TraditiottaJ information retrieval systems do not satis& the lawyers’ demands because they provide only syntactic representation of legal data, The bottleneck for the creation of the more promising conceptual information retrieval systems is the time-consuming knowledge acquisition. The best solution is the representation of legal knowledge by simple linguistic tools, statistics and neural networks. In our prototype KONTERM we represent legal knowledge about concepts and documents by a knowledge base which is structured by statistical and connectionist methods. In fitture, this knowledge base will be used to filter legal knowledge from documents.;Yes;bit dated;;No;document retrieval;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1145/222092.222243;https://doi.org/10.1145/222092.222243;Obligations directed from bearers to counterparts;1995;"Henning Herrestad; Henning Herrestad; Christen Krogh; Christen Krogh";This articles provides a logical analysis of the concepts of directed obligation, prohibition and permission. These concepts are used to express normative relations between a bearer and a counterpart. They play a predominant role in Hohfeld’s analysis of rights. On our analysis, a directed obligation is defined as a conj unction of a statement expressing that a bearer ought to do a certain act and a statement expressing that it ought to be the case for the counterpart that the bearer does this act. A similar definition is offered of directed prohibition and permission. The proposed analysis is discussed in view of two competing theories of rights: the benefit theory and the claimant theory. The present proposal is found to be supported by the benefit theory. 1 The problem of how to represent directed obligations This paper contributes to the formal analysis of the concept of rights in the tradition from Hohfeld, Kanger and Lindahl. In a number of papers Allen and Saxon have defended the value of a formal representation of rights when making programs to aid the process of drafting or interpreting law (cf. [AS86], [AS93a], [AS93b]). (Concerning the relevance to automated tools for legal drafting, see also [H G93].) This supports the relevance of our paper to AI and Law. Furthermore, Jones and Sergot argues that certain complex systems are best analysed from a ‘normative perspective’, and suggests Lindahl’s analysis as a useful tool (cf. [JS93] ). In [Kro95] it is argued that a representation of normative relations discussed here may be useful to the design of multi–agent systems, as these systems have reached a level where full regimentation i= impossible and reliance will be based on the ability to make contracts between agents. This suggests the relevance of the present paper to mainstream AI as well. Permission to copy without fee all or part of this material is granted provided that the copies we not made or distributed for direct commercial advantage, the ACM copyright notice and the title of the publication and its date appear, and notice is given that copying is by permission of the Association for Computing Machinery. To copy otherwise, or to republish, requires a fee andlor specific permission.;Yes;;;No;a bit too focused on a specific problem not as much focused on law;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1007/bf00118492;https://doi.org/10.1007/bf00118492;A model of argumentation and its application to legal reasoning;1996;"Kathleen P. Freeman; Kathleen Freeman; Kathleen Freeman; Arthur M. Farley; Arthur M. Farley";We present a computational model of dialectical argumentation that could serve as a basis for legal reasoning. The legal domain is an instance of a domain in which knowledge is incomplete, uncertain, and inconsistent. Argumentation is well suited for reasoning in such weak theory domains. We model argument both as information structure, i.e., argument units connecting claims with supporting data, and as dialectical process, i.e., an alternating series of moves by opposing sides. Our model includes burden of proof as a key element, indicating what level of support must be achieved by one side to win the argument. Burden of proof acts as move filter, turntaking mechanism, and termination criterion, eventually determining the winner of an argument. Our model has been implemented in a computer program. We demonstrate the model by considering program output for two examples previously discussed in the artificial intelligence and legal reasoning literature.;Yes;;;No;Dialectics skew to far in the direction of litigation for my taste;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1145/1568234.1568263;https://doi.org/10.1145/1568234.1568263;Supporting of legal reasoning for cases which are not strictly regulated by law;2009;"Tomasz Żurek; Tomasz Zurek; Emil Kruk; Emil Kruk";Statute law legislators are usually not in a position to foresee each and every situation or event which may actually occur in real life. That is why lawyers in the course of their everyday practice very often struggle with interpreting the cases which are not expressly regulated in the law. The legal theory and practice has given rise to a wide array of methods to deal with this type of problems. The solutions described in this article have been implemented in the advisory system developed by the authors whose main goal is to provide automatic legal advice on the Agricultural Tax;Yes;"JBOSS; idk, but I do not see much novel research here. Good job, but not really applicable for my SLR?";;No;Interesting, but too narrow in scope to be relevant to the SLR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1061/(asce)0887-3801(2005)19:1(1);http://eil.stanford.edu/publications/shawn_kerrigan/CP-22476_Manuscript.pdf;Regulation-centric, logic-based compliance assistance framework;2005;"Shawn Kerrigan; Shawn Kerrigan; Kincho H. Law; Kincho H. Law";This paper describes the development of a logic based regulation compliance assistance system that builds upon an extensible markup language (XML) framework. First, a document repository containing federal regulations and supplemental documents, and an XML framework for representing regulations and associated metadata are briefly discussed. The prototype effort for the regulation assistance system focuses on federal environmental regulations and related documents. The compliance assistance system is illustrated in the domain of used oil management. The overall objective is to develop a formal infrastructure for regulatory information management and compliance assistance.;Yes;Regnet again;;Yes?;Too much regnet;No;No;Yes;No;first order logic;No (mentioned but not elaborated);No;tool supported;Optimized (UI, Natural Language);Yes;No;Compliance;Environment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1016/j.eswa.2015.02.029;https://doi.org/10.1016/j.eswa.2015.02.029;A rule-based semantic approach for automated regulatory compliance in the construction sector;2015;"Thomas Beach; Thomas Beach; Yacine Rezgui; Yacine Rezgui; Haijiang Li; Haijiang Li; Tala Kasim; Tala Kasim";A rule-based semantic approach for compliance checking.An ontological framework for regulatory compliance checking.Extracting regulations from semantic analysis of textual documents.Semantic rules to deliver regulatory compliance checking based on instances of the proposed ontology.Semantic mapping of regulations to data file formats. A key concern for professionals in any industry is ensuring regulatory compliance. Regulations are often complex and require in depth technical knowledge of the domain in which they operate. The level of technical detail and complexity in regulations is a barrier to their automation due to extensive software development time and costs that are involved. In this paper we present a rule-based semantic approach formulated as a methodology to overcome these issues by allowing domain experts to specify their own regulatory compliance systems without the need for extensive software development. Our methodology is based on the key idea that three semantic contexts are needed to fully understand the regulations being automated: the semantics of the target domain, the specific semantics of regulations being considered, and the semantics of the data format that is to be checked for compliance. This approach allows domain experts to create and maintain their own regulatory compliance systems, within a semantic domain that is familiar to them. At the same time, our approach allows for the often diverse nature of semantics within a particular domain by decoupling the specific semantics of regulations from the semantics of the domain itself. This paper demonstrates how our methodology has been validated using a series of regulations automated by professionals within the construction domain. The regulations that have been developed are then in turn validated on real building data stored in an industry specific format (the IFCs). The adoption of this methodology has greatly advanced the process of automating these complex sets of construction regulations, allowing the full automation of the regulation scheme within 18months. We believe that these positive results show that, by adopting our methodology, the barriers to the building of regulatory compliance systems will be greatly lowered and the adoption of three semantic domains proposed by our methodology provides tangible benefits.;Yes;;;Yes;;No;No;Yes;Yes;Semantic Web Rule Language;Yes (updates via UI);No;Semi-automatic;Optmized UI;Yes (discussion);No;Compliance;Construction;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1023/a:1008359312576;https://doi.org/10.1023/a:1008359312576;Diagnosis and decision making in normative reasoning;1999;"Leendert van der Torre; Leendert W. Torre; Yao‐Hua Tan; Yao-Hua Tan";Diagnosis theory reasons about incomplete knowledge and only considers the past. It distinguishes between violations and non-violations. Qualitative decision theory reasons about decision variables and considers the future. It distinguishes between fulfilled goals and unfulfilled goals. In this paper we formalize normative diagnoses and decisions in the special purpose formalism DIO(DE)2 as well as in extensions of the preference-based deontic logic PDL. The DIagnostic and DEcision-theoretic framework for DEontic reasoning DIO(DE)2 formalizes reasoning about violations and fulfillments, and is used to characterize the distinction between normative diagnosis theory and (qualitative) decision theory. The extension of the preference-based deontic logic PDL shows how normative diagnostic and decision-theoretic reasoning -- i.e. reasoning about violations and fulfillments -- can be formalized as an extension of deontic reasoning.;Yes;;;Yes;Diagnosis vs decision theory as an interesting point;No;No;Yes;No;Deontic logic (DIO(DE)^2 or as PDL;No;Yes to Prohairetic Deontic Logic (PDL);Manual;Not optimized;No;No;Reasoning;General;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1145/1165485.1165490;https://doi.org/10.1145/1165485.1165490;Temporalised normative positions in defeasible logic;2005;"Guido Governatori; Guido Governatori; Antonino Rotolo; Antonino Rotolo; Giovanni Sartor; Giovanni Sartor";We propose a computationally oriented non-monotonic multi-modal logic arising from the combination of temporalised agency and temporalised normative positions. We argue about the defeasible nature of these notions and then we show how to represent and reason with them in the setting of Defeasible Logic.;Yes;;;Yes;;No;No;Yes;No;defeasible logic with temporal aspects;No;No;Manual;Not optimized;Yes (author);No;Reasoning;General;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1145/222092.222265;https://doi.org/10.1145/222092.222265;ON-LINE: an architecture for modelling legal information;1995;"André Valente; Andre Valente; Joost Breuker; Joost Breuker";"This paper describes ON-LINE (ONtology-based Legal Information Environment), an architecture for a legal workbench which combines two major functions: legal information serving and legal analysis. Some of the main features of ON-LINE are: the integrated storage and representation of legal text and knowledge by using interconnected knowledge aud text repositories; a representation of legal knowledge based on a functional ontology of law; the emphssis on legal modelling as a central task in legal practice. ON-LINE comprises three main modules. The Legal Information Server is able to retrieve legal information baaed on either textnal or conceptual search. The Legal Information ModelZing Toolkit is a collection of integrated tools to transform legaJ text into legal knowledge. The Legal Analysis Environment contains reasoning tools to perform two of the central legal tasks: assessment and planning. The architecture is intended to be a basis for experimentation, and it is therefore highly extensible. ONLINE is partially implemented in Common Lisp and it is supported by the LOOM system.";Yes;;;Yes;;No;No;Yes;No;deontic functions (LISP);No;Yes, surface level description of external interchange format;Manual;Not optimized;No;No;Reasoning;Software Law;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1109/cisis.2008.146;https://doi.org/10.1109/cisis.2008.146;Building RDF Ontologies from Semi-Structured Legal Documents;2008;"Flora Amato; Flora Amato; Antonino Mazzeo; Antonino Mazzeo; Antonio Penta; Antonio Penta; Antonio Picariello; Antonio Picariello; A. Picariello";The increasing interest in the context of e-government requires intelligent techniques for legal information and knowledge management. In this paper we describe a system that, given a number of legal paper documents, automatically transforms them into suitable RDF statements, using several ontological and linguistic knowledge levels. Although we describe a general methodology for a number of application domains, our system is particularly suitable for the notary realm.;Yes;;;Yes;;No;No;Yes;Yes;RDF;;No;Automatic;Not optimized;Yes (evaluation);No;Ontology Creation;Notary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1111/j.1467-9337.1994.tb00175.x;https://doi.org/10.1111/j.1467-9337.1994.tb00175.x;A Formal Model of Legal Argumentation;1994;"Giovanni Sartor; Giovanni Sartor";. The paper gives a formal reconstruction of some fundamental patterns of legal reasoning, intended to reconcile symbolic logic and argumentation theory. Legal norms are represented as unidirectional inference rules which can be combined into arguments. The value of each argument (its qualification as justified, defensible, or defeated) is determined by the importance of the rules it contains. Applicability arguments, intended to contest or support the applicability of norms, preference arguments, purporting to establish preference relations among norms, and interpretative arguments are also formalised. All those argument types are connected in a unitary model, which relates legal reasoning to the indeterminacy of legal systems, intended as the possibility to develop incompatible defensible arguments. The model is applied to permissive norms and normative hierarchies, and is implemented in a Prolog program.;Yes;more prolog, argumentation here is less of the classical arugmentation, but rather just reasoning;;Yes;Add non-monotonicity to list of terms;No;No;Yes;No;unidirectional inference rules;No;No (just to Prolog);Manual;Not optimized;No;No;Reasoning;General;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1093/logcom/exp009;https://www.csc.liv.ac.uk/~tbc/publications/finalWynerBench-CaponJudicialContexts.pdf;Modelling Judicial Context in Argumentation Frameworks;2009;"Adam Wyner; Adam Wyner; Trevor Bench‐Capon; Trevor J. M. Bench-Capon";Much work using argumnentation frameworks treats arguments as entirely abstract, related by a uniform attack relation which always succeeds unless the attacker can itself be defeated. However, this does not seem adequate for legal argumentation. Some proposals have suggested regulating attack relations using preferences or values on arguments and which filter the attack relation, so that some attacks fail and so can be removed from the framework. This does not capture several important context related features of legal reasoning, such as how an audience can prefer or value an argument, yet be constrained by precedent or authority not to accept it. Nor does it explain how certain types of attack may not be allowed in a particular procedural context. For this reason, evaluation of the status of arguments within a given framework must be allowed to depend not only on the attack relations along with the preference or value of arguments, but also on the nature of the attacks and the context in which they are made. We present a means to represent these features, enabling us to account for a number of factors currently considered to be beyond the remit of formal argumentation frameworks. We give three examples of the use of approach: appealing a case, overruling a precedent, and rehearing of a case as a civil rather than criminal proceeding.;Yes;Cool estension on general AF;;Yes;;Yes;Yes;No;No;Formal, Argumentation Framework;No;No;Manual;Not optimized;No;No;Argumentation;General;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1016/s0004-3702(03)00107-3;https://doi.org/10.1016/s0004-3702(03)00107-3;Artificial argument assistants for defeasible argumentation;2003;"Bart Verheij; Bart Verheij";;Yes;;;Yes;;Yes;Yes;No;No;defesible logic, DEFLOG;No;No;Manual;Not optimized;No;No;Argumentation;General;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;;https://scholar.google.com/scholar?q=Using%20NLP%20techniques%20to%20identify%20legal%20ontology%20components:%20concepts%20and%20relations;Using NLP techniques to identify legal ontology components: concepts and relations;2005;"Guiraude Lame; Guiraude Lame";A method to identify ontology components is presented in this article. The method relies on Natural Language Processing (NLP) techniques to extract concepts and relations among these concepts. This method is applied in the legal field to build an ontology dedicated to information retrieval. Legal texts on which the method is performed are carefully chosen as describing and conceptualizing the legal domain. We suggest that this method can help legal ontology designers and may be used while building ontologies dedicated to other tasks than information retrieval;Yes;I guess, but more focus on the process, not the representation;;Yes;;No;No;Yes;Yes;semi-formal, ontology;No;No;Semi automatic;Minimal, UI;No;No;Ontology construction;General (French Codes);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;10.1145/1143120.1143123;https://doi.org/10.1145/1143120.1143123;An empirical study of natural language parsing of privacy policy rules using the SPARCLE policy workbench;2006;"Carolyn Brodie; Carolyn Brodie; Clare-Marie﻿ Karat; Clare-Marie Karat; John Karat; John Karat";Today organizations do not have good ways of linking their written privacy policies with the implementation of those policies. To assist organizations in addressing this issue, our human-centered research has focused on understanding organizational privacy management needs, and, based on those needs, creating a usable and effective policy workbench called SPARCLE. SPARCLE will enable organizational users to enter policies in natural language, parse the policies to identify policy elements and then generate a machine readable (XML) version of the policy. In the future, SPARCLE will then enable mapping of policies to the organization's configuration and provide audit and compliance tools to ensure that the policy implementation operates as intended. In this paper, we present the strategies employed in the design and implementation of the natural language parsing capabilities that are part of the functional version of the SPARCLE authoring utility. We have created a set of grammars which execute on a shallow parser that are designed to identify the rule elements in privacy policy rules. We present empirical usability evaluation data from target organizational users of the SPARCLE system and highlight the parsing accuracy of the system with the organizations' privacy policies. The successful implementation of the parsing capabilities is an important step towards our goal of providing a usable and effective method for organizations to link the natural language version of privacy policies to their implementation, and subsequent verification through compliance auditing of the enforcement logs.;Yes;Not really legal policies, but pllicies nonetheless;;No;Ok, but focus on privacy policies and parsing techniques, less on actual LIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ResearchRabbit;;https://scholar.google.com/scholar?q=Using%20values%20and%20theories%20to%20resolve%20disagreement%20in%20law%201;Using values and theories to resolve disagreement in law 1;2000;"Trevor Bench‐Capon; Trevor J. M. Bench-Capon; Giovanni Sartor; Giovanni Sartor";In this paper we describe a novel approach to reasoning with cases and precedents. The approach is intended to address two main problems. First we find that current case based reasoning systems tend to offer relatively little support in determining the outcome of a case. They either present a list of cases which may inform, but cannot determine, the outcome, or else, as in HYPO and its successors ((1), (2), (3)), present arguments for both sides of a question leaving it the user to decide which is the more persuasive. What is lacking from these accounts is a notion of what it is that makes an argument persuasive. This is addressed in the context of AI and Law by Berman and Hafner in (4), and in law generally by Perelman (e.g. (5)). For Berman and Hafner an argument is made persuasive by supporting the purposes that the law is designed for, and for Perelman it is by advancing or protecting values that its audience subscribes to (on teleological argument, see also (6)). We believe these things to be effectively the same: the purpose of a law is typically to advance or promote some desired value, and the audience is the community subject to the law. Thus our first goal is to provide a model of case based reasoning in which we can use purposes and values to explain disagreements and their resolution. The second problem is the lack of the notion of context in many of the existing case based reasoning systems. A given case is decided in the context both of relevant past cases, which can supply precedents which will inform the decision, and in the context of future cases to which it will be relevant and possibly act as a precedent. A case is thus supposed to cohere with both past decisions and future decisions. This context is largely lost if we state the question as being whether one bundle of factors is more similar to the factors of a current case than another bundle, as in HYPO, or whether one rule is preferred to another, as in logical reconstructions of such systems, for example that of (7)). Recognition of context is vital if we are to understand accounts of legal reasoning (e.g. (8)) in which it is 1 This paper represents current on-going work investigating argument in case law. The ideas represent a;Yes;;;Yes;;Yes;Yes;No;No;Formal, factors;No;No;Manual;Not optimized;Yes (author);No;Argumentation;General;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
